node_id,lon,lat
1047,113.342975,23.150623
1048,113.34339,23.150571
1049,113.344111,23.150583
1050,113.342607,23.150699
1051,113.342844,23.150805
1052,113.342999,23.150875
1053,113.343355,23.15077
1054,113.343381,23.15037
1055,113.343123,23.150225
1056,113.342889,23.150094
1057,113.342115,23.150243
1058,113.342818,23.150314
1059,113.343065,23.150425
1060,113.34364,23.148895
1061,113.343479,23.149168
1062,113.343425,23.149259
1063,113.343392,23.149494
1064,113.343361,23.149713
1065,113.343337,23.14989
1066,113.343312,23.150047
1067,113.343383,23.150236
1068,113.343546,23.150307
1069,113.343928,23.150346
1070,113.344024,23.15034
1071,113.344402,23.149525
1072,113.344316,23.14971
1073,113.344264,23.149822
1074,113.344117,23.150139
1075,113.342777,23.149831
1076,113.343048,23.14986
1077,113.343552,23.149928
1078,113.343809,23.150024
1079,113.344434,23.150192
1080,113.343696,23.149608
1081,113.343957,23.149707
1082,113.343918,23.149337
1083,113.344012,23.149127
1084,113.343797,23.149646
1085,113.343107,23.149258
1086,113.34281,23.149258
1087,113.342795,23.149506
1088,113.342769,23.149962
1089,113.343065,23.149685
1090,113.343086,23.149469
1091,113.34244,23.149551
1092,113.344613,23.149688
1093,113.34462,23.149746
1094,113.344399,23.150275
1095,113.344647,23.150281
1096,113.344882,23.14982
1097,113.345208,23.149817
1098,113.345212,23.149058
1099,113.345316,23.148859
1100,113.345627,23.148661
1101,113.34592,23.148663
1102,113.346124,23.148664
1103,113.344948,23.14968
1104,113.344985,23.149327
1105,113.344995,23.149231
1106,113.338903,23.150272
1107,113.338689,23.149789
1108,113.339536,23.149784
1109,113.33966,23.149715
1110,113.339949,23.14973
1111,113.338194,23.149863
1112,113.338061,23.149883
1113,113.336833,23.149848
1114,113.336409,23.150011
1115,113.336133,23.149937
1116,113.335856,23.149863
1117,113.335572,23.149779
1118,113.335358,23.149848
1119,113.335413,23.150034
1120,113.335459,23.15023
1121,113.336983,23.149636
1122,113.338206,23.149685
1123,113.337895,23.150075
1124,113.337804,23.150312
1125,113.337792,23.150544
1126,113.337788,23.150637
1127,113.336391,23.150531
1128,113.336398,23.150339
1129,113.335455,23.150505
1130,113.335867,23.150516
1131,113.335857,23.150345
1132,113.337325,23.150448
1133,113.335926,23.150071
1134,113.335892,23.150093
1135,113.335118,23.150325
1136,113.335069,23.150131
1137,113.335746,23.149947
1138,113.335882,23.149921
1139,113.33593,23.151671
1140,113.335894,23.151897
1141,113.335854,23.152142
1142,113.335821,23.152353
1143,113.33578,23.152605
1144,113.335737,23.152876
1145,113.335702,23.153094
1146,113.335662,23.153346
1147,113.335234,23.153303
1148,113.335274,23.153062
